Trajectories,,,,,,,,,,,,,,,,,,,,,,
200,,,,,,,,,,,,,,,,,,,,,,
,,5 Marker Wand & L-Frame:Top2,,,5 Marker Wand & L-Frame:Top3,,,5 Marker Wand & L-Frame:Mid,,,5 Marker Wand & L-Frame:Bottom2,,,5 Marker Wand & L-Frame:Bottom3,,,| 5 Marker Wand & L-Frame:Top2 |,| 5 Marker Wand & L-Frame:Top3 |,| 5 Marker Wand & L-Frame:Mid |,| 5 Marker Wand & L-Frame:Bottom2 |,| 5 Marker Wand & L-Frame:Bottom3 |,Trajectory Count
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,Magnitude( X ),Magnitude( X ),Magnitude( X ),Magnitude( X ),Magnitude( X ),Count
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,
2203,0,24.9531,464.395,833.192,-279.117,373.337,880.694,-313.764,381.639,684.436,-77.1209,496.993,242.374,-381.092,403.502,287.143,954.198,996.448,844.126,558.296,624.897,5
2204,0,25.1476,462.44,833.169,-279.012,371.614,880.475,-313.732,380.293,684.258,-77.1105,496.285,242.355,-381.095,403.055,287.02,953.233,995.581,843.362,557.657,624.553,5
2205,0,25.1852,460.392,833.066,-278.969,369.786,880.27,-313.707,378.947,684.094,-77.0355,495.723,242.364,-381.126,402.581,286.911,952.152,994.706,842.614,557.15,624.216,5
2206,0,25.2833,458.44,833.026,-278.901,367.996,880.086,-313.712,377.578,683.894,-76.8901,495.047,242.456,-381.107,402.111,286.808,951.177,993.861,841.838,556.568,623.854,5
2207,0,25.3557,456.459,832.99,-278.976,366.223,879.867,-313.758,376.172,683.693,-76.8869,494.384,242.494,-381.147,401.66,286.695,950.194,993.032,841.062,555.995,623.537,5
2208,0,25.3239,454.453,832.9,-279.032,364.344,879.647,-313.799,374.871,683.508,-76.835,493.69,242.538,-381.207,401.175,286.585,949.152,992.161,840.346,555.39,623.21,5
2209,0,25.2935,452.515,832.883,-279.161,362.512,879.438,-313.843,373.453,683.371,-76.8382,492.974,242.624,-381.231,400.75,286.395,948.211,991.341,839.619,554.792,622.864,5
2210,0,25.2422,450.482,832.927,-279.286,360.775,879.188,-314.06,372.075,683.119,-76.823,492.314,242.72,-381.275,400.244,286.262,947.279,990.52,838.883,554.245,622.505,5
2211,0,25.1421,448.444,832.964,-279.484,358.886,878.969,-314.218,370.659,682.934,-76.8397,491.655,242.755,-381.346,399.768,286.137,946.342,989.696,838.165,553.677,622.185,5
2212,0,24.9567,446.449,832.954,-279.768,357.063,878.701,-314.431,369.344,682.704,-76.862,490.98,242.855,-381.442,399.29,285.959,945.385,988.878,837.476,553.126,621.854,5
2213,0,24.7574,444.478,832.974,-279.976,355.252,878.509,-314.631,367.863,682.552,-76.9002,490.304,242.988,-381.534,398.832,285.803,944.468,988.113,836.776,552.589,621.545,5
2214,0,24.5584,442.486,833.021,-280.369,353.352,878.294,-314.849,366.555,682.348,-76.9423,489.652,243.12,-381.71,398.327,285.639,943.568,987.352,836.117,552.075,621.254,5
2215,0,24.2763,440.456,833.037,-280.741,351.519,878.073,-315.195,365.103,682.133,-77.0297,488.956,243.23,-381.855,397.827,285.472,942.625,986.607,835.437,551.518,620.945,5
2216,0,23.9947,438.55,833.093,-281.042,349.716,877.837,-315.479,363.773,681.883,-77.0435,488.301,243.356,-381.938,397.351,285.285,941.778,985.842,834.759,550.995,620.607,5
2217,0,23.7166,436.569,833.185,-281.487,347.931,877.497,-315.823,362.386,681.59,-77.0844,487.658,243.46,-382.198,396.767,285.142,940.931,985.034,834.046,550.477,620.327,5
2218,0,23.3657,434.592,833.234,-281.916,346.117,877.294,-316.158,361.007,681.394,-77.1682,487.055,243.555,-382.363,396.265,284.952,940.051,984.336,833.414,549.997,620.02,5
2219,0,22.9873,432.658,833.317,-282.387,344.244,877.008,-316.523,359.662,681.142,-77.3017,486.428,243.659,-382.682,395.64,284.806,939.222,983.56,832.765,549.507,619.751,5
2220,0,22.5457,430.778,833.338,-282.889,342.438,876.749,-316.85,358.319,680.922,-77.3904,485.804,243.773,-383.039,394.961,284.666,938.366,982.843,832.131,549.017,619.474,5
2221,0,22.1445,428.867,833.447,-283.377,340.721,876.493,-317.301,356.909,680.646,-77.5123,485.118,243.931,-383.284,394.419,284.541,937.577,982.157,831.47,548.498,619.223,5
2222,0,21.6199,426.994,833.524,-283.93,338.929,876.244,-317.696,355.569,680.453,-77.6006,484.543,244.078,-383.475,393.901,284.332,936.778,981.475,830.888,548.067,618.915,5
2223,0,21.1427,425.129,833.619,-284.549,337.145,876.019,-318.148,354.263,680.203,-77.6811,483.958,244.23,-383.649,393.449,284.133,936.003,980.838,830.299,547.629,618.644,5
2224,0,20.7112,423.322,833.729,-285.113,335.512,875.681,-318.627,352.925,679.975,-77.7872,483.371,244.373,-383.882,392.951,283.881,935.273,980.14,829.726,547.19,618.356,5
2225,0,20.0872,421.477,833.806,-285.796,333.747,875.426,-319.153,351.674,679.714,-77.9573,482.757,244.564,-384.104,392.448,283.69,934.493,979.509,829.183,546.757,618.087,5
2226,0,19.4735,419.65,833.929,-286.424,332.076,875.187,-319.716,350.32,679.429,-78.0914,482.182,244.787,-384.345,391.952,283.495,933.769,978.91,828.593,546.369,617.832,5
2227,0,18.7748,417.983,834.038,-287.174,330.383,874.913,-320.265,349.09,679.188,-78.271,481.611,244.968,-384.552,391.55,283.289,933.104,978.312,828.088,545.971,617.612,5
2228,0,18.1124,416.179,834.245,-287.919,328.791,874.64,-320.91,347.749,678.956,-78.4848,481.08,245.127,-384.849,391.063,283.003,932.469,977.751,827.583,545.605,617.357,5
2229,0,17.4011,414.446,834.432,-288.77,327.105,874.389,-321.494,346.519,678.696,-78.6694,480.493,245.365,-385.158,390.561,282.767,931.85,977.211,827.08,545.221,617.124,5
2230,0,16.6437,412.723,834.593,-289.657,325.404,874.104,-322.192,345.252,678.395,-78.8624,479.963,245.577,-385.451,390.037,282.545,931.216,976.651,826.575,544.877,616.873,5
2231,0,15.8189,411.005,834.77,-290.498,323.834,873.791,-322.955,343.955,678.101,-79.0528,479.42,245.831,-385.743,389.597,282.318,930.6,976.099,826.091,544.542,616.674,5
2232,0,14.9485,409.308,834.939,-291.482,322.213,873.5,-323.57,342.83,677.821,-79.2344,478.913,246.051,-386.012,389.179,282.039,929.989,975.595,825.634,544.221,616.451,5
2233,0,14.072,407.63,835.124,-292.406,320.651,873.2,-324.394,341.524,677.524,-79.5018,478.373,246.276,-386.346,388.757,281.767,929.404,975.087,825.172,543.887,616.269,5
2234,0,13.177,405.994,835.283,-293.427,318.981,872.924,-325.156,340.345,677.248,-79.7957,477.824,246.474,-386.657,388.273,281.488,928.818,974.6,824.758,543.537,616.032,5
2235,0,12.1957,404.356,835.526,-294.363,317.516,872.631,-325.912,339.087,677.033,-80.1043,477.257,246.688,-387.037,387.801,281.21,928.309,974.141,824.362,543.181,615.846,5
2236,0,11.2476,402.654,835.771,-295.464,315.809,872.369,-326.752,337.81,676.759,-80.3662,476.749,246.92,-387.327,387.38,280.946,927.777,973.685,823.945,542.879,615.643,5
2237,0,10.1899,401.011,835.979,-296.496,314.318,872.038,-327.535,336.64,676.446,-80.6041,476.201,247.193,-387.665,386.961,280.668,927.241,973.219,823.52,542.558,615.465,5
2238,0,9.26544,399.372,836.225,-297.605,312.732,871.738,-328.419,335.51,676.09,-80.8553,475.717,247.4,-388.032,386.466,280.414,926.745,972.778,823.119,542.265,615.27,5
2239,0,8.23534,397.755,836.463,-298.717,311.208,871.367,-329.307,334.269,675.809,-81.1436,475.175,247.687,-388.405,385.964,280.108,926.254,972.298,822.737,541.963,615.05,5
2240,0,7.19696,396.064,836.713,-299.85,309.627,871.085,-330.153,333.111,675.446,-81.4359,474.705,247.972,-388.786,385.511,279.848,925.746,971.888,822.309,541.725,614.889,5
2241,0,6.10781,394.44,836.889,-301.023,307.97,870.736,-331.08,331.889,675.141,-81.7616,474.138,248.265,-389.157,385.164,279.532,925.204,971.412,821.936,541.412,614.762,5
2242,0,5.01009,392.851,837.125,-302.146,306.449,870.443,-331.986,330.676,674.773,-82.0869,473.643,248.527,-389.518,384.725,279.244,924.735,971.018,821.511,541.148,614.585,5
2243,0,3.8648,391.226,837.353,-303.366,304.889,870.122,-332.857,329.509,674.532,-82.3822,473.056,248.837,-389.879,384.278,278.964,924.246,970.619,821.196,540.822,614.407,5
2244,0,2.65098,389.539,837.616,-304.557,303.446,869.776,-333.821,328.273,674.171,-82.6421,472.634,249.072,-390.28,383.778,278.688,923.769,970.23,820.796,540.601,614.224,5
2245,0,1.51961,388.022,837.869,-305.813,301.821,869.483,-334.843,327.109,673.781,-82.96,472.123,249.382,-390.726,383.296,278.334,923.357,969.855,820.427,540.346,614.045,5
2246,0,0.388727,386.535,838.153,-307.176,300.276,869.107,-335.888,325.91,673.43,-83.3592,471.611,249.661,-391.128,382.875,277.99,922.989,969.469,820.089,540.089,613.883,5
2247,0,-0.58914,385.159,838.443,-308.506,298.746,868.795,-336.882,324.782,673.148,-83.7456,471.093,249.993,-391.543,382.483,277.661,922.678,969.139,819.818,539.851,613.755,5
2248,0,-1.58159,383.915,838.704,-309.819,297.392,868.411,-337.88,323.707,672.833,-84.1404,470.637,250.199,-391.99,382.081,277.359,922.398,968.797,819.545,539.609,613.653,5
2249,0,-2.68716,382.606,839.017,-311.245,295.853,868.068,-339.043,322.477,672.451,-84.457,470.219,250.566,-392.406,381.65,277.054,922.141,968.475,819.226,539.465,613.512,5
2250,0,-3.83263,381.255,839.339,-312.657,294.335,867.757,-340.064,321.474,672.059,-84.8165,469.763,250.927,-392.88,381.22,276.646,921.878,968.189,818.934,539.291,613.365,5
2251,0,-5.79566,379.372,839.586,-314.09,292.919,867.367,-341.209,320.327,671.751,-85.1725,469.318,251.213,-393.316,380.806,276.333,921.337,967.874,818.708,539.094,613.246,5
2252,0,-7.23651,377.88,839.879,-315.556,291.61,866.962,-342.288,319.332,671.404,-85.6149,468.854,251.52,-393.762,380.426,276.008,921.001,967.593,818.485,538.902,613.15,5
2253,0,-8.62317,376.486,840.212,-317.055,290.195,866.577,-343.469,318.238,671.008,-86.1278,468.363,251.836,-394.255,379.986,275.665,920.745,967.312,818.229,538.705,613.04,5
2254,0,-10.1853,375.033,840.453,-318.56,288.715,866.24,-344.647,317.13,670.684,-86.5305,467.998,252.176,-394.726,379.563,275.335,920.389,967.062,818.028,538.611,612.932,5
2255,0,-11.6107,373.598,840.839,-320.08,287.373,865.859,-345.785,316.139,670.37,-86.9206,467.578,252.485,-395.203,379.218,274.932,920.174,966.823,817.867,538.455,612.845,5
2256,0,-13.0843,372.204,841.131,-321.612,286.04,865.527,-347.05,315.022,669.922,-87.3459,467.139,252.827,-395.699,378.832,274.613,919.896,966.638,817.605,538.302,612.784,5
2257,0,-14.6411,370.743,841.532,-323.205,284.643,865.184,-348.256,314.018,669.529,-87.7526,466.681,253.2,-396.154,378.415,274.284,919.697,966.45,817.41,538.147,612.672,5
2258,0,-16.1781,369.352,841.841,-324.811,283.226,864.753,-349.431,312.954,669.191,-88.3046,466.197,253.534,-396.684,378.009,273.927,919.445,966.187,817.226,537.975,612.605,5
2259,0,-17.6822,368.064,842.199,-326.405,281.923,864.408,-350.711,311.963,668.835,-88.7117,465.85,253.912,-397.174,377.622,273.558,919.284,966.034,817.104,537.92,612.519,5
2260,0,-19.2979,366.646,842.492,-328.04,280.693,864.078,-351.948,310.955,668.419,-89.1204,465.52,254.237,-397.691,377.257,273.177,919.018,965.934,816.911,537.854,612.46,5
2261,0,-20.9374,365.347,842.842,-329.703,279.407,863.686,-353.267,309.927,668.064,-89.6386,465.069,254.553,-398.226,376.851,272.833,918.858,965.778,816.8,537.701,612.403,5
2262,0,-22.5317,364.135,843.201,-331.393,278.117,863.319,-354.507,309.058,667.744,-90.1252,464.674,254.932,-398.724,376.522,272.443,918.744,965.656,816.746,537.619,612.352,5
2263,0,-24.19,362.9,843.615,-333.063,277.027,862.914,-355.895,308.038,667.324,-90.5722,464.313,255.268,-399.211,376.144,272.084,918.677,965.554,816.621,537.542,612.277,5
2264,0,-25.9799,361.669,843.978,-334.824,275.755,862.569,-357.209,307.196,666.89,-91.055,463.94,255.685,-399.766,375.762,271.719,918.574,965.491,816.523,537.5,612.243,5
2265,0,-27.6526,360.567,844.354,-336.617,274.624,862.164,-358.586,306.288,666.533,-91.5768,463.603,256.082,-400.29,375.488,271.326,918.535,965.43,816.494,537.486,612.242,5
2266,0,-29.4323,359.459,844.747,-338.387,273.518,861.773,-359.932,305.516,666.143,-92.0823,463.345,256.484,-400.891,375.086,270.97,918.518,965.387,816.479,537.543,612.232,5
2267,0,-31.1704,358.582,845.069,-340.236,272.38,861.408,-361.415,304.543,665.763,-92.6627,462.95,256.903,-401.46,374.742,270.576,918.528,965.389,816.461,537.502,612.22,5
2268,0,-33.0125,357.347,845.5,-342.068,271.354,860.975,-362.803,303.716,665.412,-93.2713,462.664,257.231,-402.033,374.39,270.187,918.508,965.361,816.481,537.518,612.209,5
2269,0,-34.7764,356.375,845.929,-343.841,270.342,860.667,-364.209,302.931,665.01,-93.7216,462.417,257.615,-402.576,374.049,269.8,918.59,965.432,816.489,537.567,612.187,5
2270,0,-36.6091,355.401,846.327,-345.736,269.215,860.243,-365.676,302.143,664.596,-94.2419,462.137,258.019,-403.19,373.729,269.381,918.651,965.416,816.516,537.612,612.21,5
2271,0,-38.4131,354.422,846.677,-347.6,268.191,859.883,-367.074,301.305,664.203,-94.7799,461.856,258.413,-403.731,373.428,268.99,918.669,965.479,816.513,537.654,612.212,5
2272,0,-40.2329,353.495,847.077,-349.44,267.302,859.421,-368.543,300.542,663.798,-95.3939,461.57,258.8,-404.272,373.14,268.621,918.758,965.486,816.565,537.703,612.231,5
2273,0,-42.0447,352.579,847.419,-351.264,266.281,859.051,-369.969,299.732,663.402,-95.9315,461.289,259.189,-404.852,372.77,268.26,918.802,965.536,816.59,537.745,612.23,5
2274,0,-43.9027,351.614,847.766,-353.145,265.219,858.66,-371.363,299.067,662.956,-96.5033,460.983,259.6,-405.426,372.479,267.846,918.84,965.582,816.617,537.783,612.252,5
2275,0,-45.7121,350.715,848.108,-354.958,264.33,858.267,-372.766,298.319,662.55,-96.983,460.794,259.988,-406.008,372.176,267.493,918.9,965.654,816.653,537.895,612.299,5
2276,0,-47.4351,349.918,848.504,-356.748,263.342,857.915,-374.098,297.607,662.227,-97.601,460.508,260.332,-406.474,371.914,267.083,919.05,965.731,816.74,537.928,612.27,5
2277,0,-49.2187,349.1,848.838,-358.564,262.381,857.526,-375.535,296.805,661.803,-98.1712,460.228,260.683,-407.017,371.594,266.739,919.14,965.796,816.764,537.962,612.287,5
2278,0,-51.0606,348.273,849.238,-360.398,261.547,857.114,-376.884,296.07,661.416,-98.6448,460.048,261.072,-407.552,371.27,266.338,919.297,965.887,816.804,538.083,612.271,5
2279,0,-52.7672,347.487,849.627,-362.208,260.608,856.71,-378.306,295.441,661.014,-99.1833,459.812,261.502,-408.134,370.971,265.943,919.455,965.952,816.909,538.189,612.306,5
2280,0,-54.6567,346.773,849.926,-364.026,259.845,856.296,-379.684,294.764,660.687,-99.7498,459.605,261.887,-408.696,370.646,265.533,919.572,966.063,817.039,538.304,612.306,5
2281,0,-56.5319,345.991,850.304,-365.874,258.98,855.831,-381.142,294.137,660.216,-100.335,459.441,262.274,-409.258,370.365,265.176,919.741,966.117,817.111,538.461,612.357,5
2282,0,-58.3717,345.276,850.724,-367.71,258.203,855.497,-382.504,293.48,659.851,-100.952,459.271,262.672,-409.763,370.152,264.742,919.975,966.31,817.216,538.625,612.378,5
2283,0,-60.2365,344.675,851.063,-369.541,257.401,855.1,-383.957,292.848,659.491,-101.493,459.094,263.061,-410.348,369.835,264.346,920.184,966.443,817.381,538.766,612.407,5
2284,0,-62.1245,344.021,851.484,-371.464,256.542,854.704,-385.405,292.23,659.053,-102.044,458.97,263.439,-410.89,369.534,263.973,920.454,966.601,817.488,538.949,612.428,5
2285,0,-63.9942,343.438,851.839,-373.277,255.922,854.298,-386.849,291.658,658.651,-102.691,458.785,263.814,-411.498,369.193,263.591,920.693,966.776,817.641,539.099,612.465,5
2286,0,-65.9223,342.828,852.175,-375.137,255.138,853.903,-388.292,291.061,658.242,-103.31,458.629,264.152,-412.031,368.975,263.213,920.912,966.94,817.784,539.249,612.53,5
2287,0,-67.7537,342.276,852.565,-376.966,254.495,853.536,-389.676,290.501,657.888,-103.858,458.533,264.51,-412.555,368.717,262.882,921.2,967.158,817.958,539.449,612.585,5
2288,0,-69.6158,341.679,853.027,-378.885,253.673,853.111,-391.06,290.006,657.487,-104.416,458.396,264.998,-413.111,368.435,262.48,921.545,967.317,818.12,539.679,612.618,5
2289,0,-71.512,341.137,853.353,-380.664,253.001,852.729,-392.533,289.35,657.074,-104.991,458.268,265.405,-413.619,368.232,262.104,921.791,967.503,818.262,539.882,612.678,5
2290,0,-73.4015,340.518,853.753,-382.509,252.263,852.322,-393.947,288.814,656.682,-105.548,458.175,265.84,-414.16,368.009,261.742,922.081,967.678,818.437,540.125,612.755,5
2291,0,-75.2429,339.983,854.034,-384.322,251.575,851.927,-395.282,288.279,656.333,-106.186,458.036,266.156,-414.698,367.729,261.357,922.293,967.871,818.613,540.288,612.786,5
2292,0,-77.0032,339.433,854.442,-386.098,250.922,851.515,-396.687,287.753,655.883,-106.752,457.938,266.53,-415.244,367.481,260.912,922.614,968.045,818.745,540.502,612.817,5
2293,0,-78.9088,338.907,854.752,-387.859,250.21,851.084,-398.052,287.182,655.465,-107.294,457.799,266.885,-415.785,367.18,260.532,922.868,968.186,818.873,540.666,612.842,5
2294,0,-80.7076,338.384,855.105,-389.636,249.545,850.682,-399.387,286.616,655.129,-107.842,457.726,267.233,-416.261,366.984,260.136,923.159,968.374,819.056,540.885,612.88,5
2295,0,-82.5137,337.907,855.357,-391.359,248.902,850.255,-400.665,286.155,654.699,-108.457,457.56,267.572,-416.743,366.773,259.789,923.377,968.528,819.175,541.034,612.934,5
2296,0,-84.2753,337.432,855.717,-393.087,248.322,849.835,-402.08,285.661,654.25,-109.018,457.46,267.935,-417.282,366.453,259.38,923.697,968.711,819.337,541.242,612.936,5
2297,0,-86.0094,337.007,856.088,-394.812,247.73,849.49,-403.365,285.173,653.884,-109.593,457.341,268.313,-417.716,366.223,258.997,924.044,968.958,819.507,541.446,612.932,5
2298,0,-87.803,336.626,856.374,-396.463,247.153,849.183,-404.64,284.727,653.502,-110.133,457.313,268.702,-418.269,365.946,258.668,924.339,969.216,819.675,541.724,613.004,5
2299,0,-89.5898,336.307,856.694,-398.249,246.586,848.723,-405.947,284.211,653.235,-110.687,457.298,269.019,-418.772,365.683,258.335,924.691,969.4,819.93,541.982,613.05,5
2300,0,-91.2509,335.975,857.078,-399.864,246.125,848.354,-407.236,283.816,652.849,-111.237,457.29,269.353,-419.258,365.499,257.971,925.088,969.625,820.125,542.253,613.12,5
2301,0,-93.0309,335.66,857.41,-401.542,245.671,847.979,-408.503,283.457,652.453,-111.843,457.244,269.682,-419.702,365.296,257.628,925.459,969.876,820.315,542.503,613.158,5
2302,0,-94.6901,335.389,857.745,-403.228,245.145,847.64,-409.802,283.097,652.029,-112.426,457.202,269.94,-420.183,365.081,257.265,925.84,970.145,820.502,542.716,613.207,5
2303,0,-96.3933,335.221,858.077,-404.805,244.803,847.276,-410.99,282.736,651.746,-112.945,457.2,270.316,-420.58,364.973,256.91,926.262,970.398,820.747,543.009,613.266,5
2304,0,-98.1086,334.999,858.352,-406.451,244.321,846.926,-412.207,282.449,651.381,-113.457,457.215,270.671,-421.064,364.775,256.588,926.616,970.659,820.968,543.305,613.346,5
2305,0,-99.74,334.815,858.703,-408.019,244.007,846.571,-413.479,282.084,651.02,-114.012,457.209,270.987,-421.513,364.561,256.253,927.05,970.928,821.196,543.574,613.387,5
2306,0,-101.409,334.654,858.975,-409.596,243.638,846.266,-414.583,281.828,650.774,-114.533,457.24,271.33,-421.94,364.384,255.955,927.424,971.234,821.47,543.881,613.451,5
2307,0,-102.991,334.57,859.293,-411.142,243.287,845.944,-415.806,281.584,650.367,-115.072,457.252,271.656,-422.373,364.251,255.612,927.863,971.518,821.682,544.167,613.527,5
2308,0,-104.653,334.416,859.568,-412.645,243.014,845.608,-416.967,281.343,650.069,-115.591,457.266,271.997,-422.807,364.04,255.333,928.248,971.795,821.952,544.459,613.584,5
2309,0,-106.168,334.33,859.928,-414.17,242.741,845.278,-418.144,281.102,649.746,-116.096,457.309,272.339,-423.224,363.883,255.012,928.722,972.088,822.212,544.774,613.645,5
2310,0,-107.748,334.282,860.259,-415.644,242.455,845.002,-419.219,280.881,649.442,-116.565,457.385,272.63,-423.593,363.789,254.707,929.193,972.405,822.444,545.083,613.718,5
2311,0,-109.248,334.257,860.557,-417.082,242.246,844.713,-420.287,280.737,649.119,-117.002,457.471,272.941,-424.057,363.664,254.396,929.635,972.718,822.685,545.404,613.834,5
2312,0,-110.777,334.261,860.858,-418.54,242.063,844.406,-421.432,280.571,648.803,-117.501,457.534,273.198,-424.476,363.467,254.117,930.096,973.033,822.965,545.693,613.892,5
2313,0,-112.299,334.346,861.111,-420,241.879,844.152,-422.516,280.449,648.55,-118.005,457.639,273.471,-424.861,363.359,253.803,930.543,973.396,823.28,546.027,613.965,5
2314,0,-113.799,334.456,861.435,-421.38,241.802,843.839,-423.585,280.331,648.313,-118.531,457.711,273.751,-425.257,363.274,253.529,931.064,973.701,823.601,546.341,614.075,5
2315,0,-115.261,334.622,861.717,-422.76,241.747,843.583,-424.673,280.241,648.045,-119.054,457.84,274.059,-425.649,363.182,253.262,931.565,974.063,823.92,546.717,614.182,5
2316,0,-116.747,334.757,862.066,-424.152,241.725,843.347,-425.672,280.215,647.786,-119.506,458.007,274.362,-426.033,363.081,253.017,932.121,974.459,824.223,547.107,614.288,5
2317,0,-118.206,335.001,862.349,-425.458,241.717,843.135,-426.658,280.226,647.523,-119.987,458.14,274.6,-426.384,363.043,252.763,932.654,974.843,824.53,547.443,614.404,5
2318,0,-119.684,335.253,862.596,-426.848,241.809,842.885,-427.755,280.204,647.298,-120.408,458.353,274.899,-426.768,362.996,252.512,933.161,975.257,824.914,547.864,614.54,5
2319,0,-121.086,335.593,862.871,-428.162,241.944,842.688,-428.776,280.277,647.013,-120.925,458.483,275.146,-427.126,362.981,252.244,933.719,975.696,825.246,548.211,614.67,5
2320,0,-122.551,335.891,863.204,-429.492,242.083,842.476,-429.772,280.348,646.794,-121.407,458.662,275.439,-427.516,362.912,251.99,934.324,976.132,825.616,548.614,614.796,5
2321,0,-123.906,336.306,863.491,-430.795,242.193,842.293,-430.715,280.446,646.598,-121.861,458.838,275.718,-427.876,362.879,251.774,934.918,976.575,825.987,549.001,614.939,5
2322,0,-125.297,336.725,863.796,-432.117,242.395,842.103,-431.714,280.577,646.414,-122.299,459.029,275.956,-428.207,362.896,251.522,935.536,977.046,826.409,549.378,615.076,5
2323,0,-126.724,337.173,864.103,-433.416,242.615,841.957,-432.644,280.788,646.21,-122.772,459.238,276.237,-428.52,362.895,251.333,936.172,977.55,826.807,549.799,615.216,5
2324,0,-128.064,337.686,864.465,-434.713,242.883,841.77,-433.681,280.937,645.994,-123.227,459.469,276.464,-428.909,362.9,251.132,936.873,978.031,827.232,550.208,615.408,5
2325,0,-129.444,338.18,864.789,-435.957,243.191,841.621,-434.642,281.14,645.853,-123.678,459.696,276.726,-429.233,362.921,250.917,937.54,978.533,827.695,550.63,615.558,5
2326,0,-130.879,338.732,865.049,-437.223,243.561,841.441,-435.566,281.442,645.71,-124.109,459.92,277.059,-429.61,362.908,250.7,938.178,979.034,828.172,551.081,615.725,5
2327,0,-132.151,339.325,865.454,-438.45,243.946,841.3,-436.502,281.664,645.526,-124.58,460.182,277.306,-429.962,362.962,250.504,938.944,979.558,828.597,551.53,615.923,5
2328,0,-133.515,339.915,865.75,-439.732,244.311,841.162,-437.522,281.914,645.336,-125.052,460.426,277.545,-430.236,363.038,250.271,939.623,980.105,829.072,551.962,616.064,5
2329,0,-134.926,340.586,866.005,-440.932,244.78,841.045,-438.456,282.213,645.162,-125.537,460.68,277.805,-430.577,363.116,250.138,940.303,980.661,829.532,552.414,616.294,5
2330,0,-136.173,341.278,866.32,-442.167,245.224,840.872,-439.331,282.583,645.045,-125.937,460.959,278.031,-430.894,363.165,249.974,941.023,981.179,830.029,552.852,616.478,5
2331,0,-137.5,341.965,866.657,-443.392,245.742,840.76,-440.228,282.938,644.89,-126.341,461.221,278.303,-431.215,363.248,249.794,941.776,981.765,830.505,553.299,616.679,5
2332,0,-138.818,342.667,866.937,-444.521,246.261,840.74,-441.162,283.254,644.804,-126.824,461.516,278.512,-431.562,363.292,249.618,942.481,982.389,831.041,553.76,616.876,5
2333,0,-140.057,343.469,867.2,-445.686,246.845,840.567,-442.054,283.676,644.715,-127.215,461.901,278.753,-431.865,363.4,249.419,943.198,982.914,831.59,554.292,617.071,5
2334,0,-141.305,344.277,867.509,-446.827,247.406,840.495,-442.888,284.074,644.552,-127.645,462.211,279.001,-432.178,363.499,249.254,943.963,983.512,832.043,554.773,617.282,5
2335,0,-142.565,345.045,867.799,-447.977,248.006,840.393,-443.731,284.535,644.463,-128.023,462.548,279.227,-432.456,363.622,249.078,944.699,984.099,832.58,555.256,617.477,5
2336,0,-143.7,345.962,868.105,-449.071,248.594,840.313,-444.564,285.01,644.424,-128.429,462.888,279.427,-432.755,363.75,248.94,945.487,984.678,833.157,555.733,617.707,5
2337,0,-144.848,346.848,868.456,-450.115,249.206,840.301,-445.34,285.503,644.322,-128.811,463.228,279.619,-433.058,363.859,248.783,946.309,985.298,833.66,556.201,617.921,5
2338,0,-146.02,347.705,868.732,-451.19,249.898,840.26,-446.137,285.962,644.189,-129.228,463.583,279.807,-433.296,363.993,248.665,947.056,985.93,834.141,556.687,618.119,5
2339,0,-147.168,348.656,869.013,-452.222,250.564,840.197,-446.943,286.436,644.141,-129.573,463.957,280.027,-433.559,364.119,248.574,947.842,986.519,834.698,557.19,618.341,5
2340,0,-148.237,349.56,869.325,-453.262,251.258,840.125,-447.748,286.95,644.043,-129.97,464.292,280.257,-433.816,364.237,248.497,948.626,987.111,835.23,557.676,618.559,5
2341,0,-149.372,350.451,869.56,-454.282,251.979,840.114,-448.507,287.446,643.968,-130.307,464.698,280.455,-434.103,364.379,248.405,949.349,987.753,835.75,558.193,618.808,5
2342,0,-150.467,351.42,869.842,-455.172,252.719,840.146,-449.214,287.982,643.948,-130.695,465.042,280.671,-434.352,364.489,248.29,950.138,988.379,836.299,558.678,619.001,5
2343,0,-151.564,352.351,870.124,-456.142,253.432,840.116,-449.924,288.542,643.872,-131.098,465.406,280.821,-434.624,364.609,248.157,950.914,988.983,836.815,559.151,619.209,5
2344,0,-152.59,353.363,870.406,-457.138,254.204,840.047,-450.644,289.086,643.839,-131.397,465.796,281.025,-434.897,364.742,248.055,951.712,989.583,837.365,559.648,619.438,5
2345,0,-153.583,354.329,870.722,-458.085,254.962,839.999,-451.378,289.623,643.803,-131.777,466.154,281.198,-435.128,364.885,247.968,952.52,990.174,837.917,560.122,619.65,5
2346,0,-154.66,355.27,870.973,-459,255.708,840.025,-452.135,290.168,643.756,-132.168,466.511,281.37,-435.36,365.049,247.846,953.274,990.813,838.478,560.598,619.86,5
2347,0,-155.679,356.275,871.233,-459.903,256.445,840.058,-452.795,290.783,643.692,-132.489,466.899,281.539,-435.624,365.23,247.692,954.052,991.45,838.998,561.081,620.091,5
