Trajectories,,,,,,,,,,,,,,,,,,,,,,
200,,,,,,,,,,,,,,,,,,,,,,
,,5 Marker Wand & L-Frame:Top2,,,5 Marker Wand & L-Frame:Top3,,,5 Marker Wand & L-Frame:Mid,,,5 Marker Wand & L-Frame:Bottom2,,,5 Marker Wand & L-Frame:Bottom3,,,| 5 Marker Wand & L-Frame:Top2 |,| 5 Marker Wand & L-Frame:Top3 |,| 5 Marker Wand & L-Frame:Mid |,| 5 Marker Wand & L-Frame:Bottom2 |,| 5 Marker Wand & L-Frame:Bottom3 |,Trajectory Count
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,Magnitude( X ),Magnitude( X ),Magnitude( X ),Magnitude( X ),Magnitude( X ),Count
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,
127,0,-105.509,515.537,868.036,-382.063,351.346,871.586,-389.193,356.368,672.371,-127.009,537.746,268.429,-402.187,371.653,269.522,1015.08,1014.43,854.723,614.293,610.346,5
128,0,-105.497,515.554,868.052,-382.037,351.398,871.621,-389.225,356.418,672.358,-126.985,537.766,268.436,-402.193,371.645,269.526,1015.11,1014.47,854.749,614.309,610.347,5
129,0,-105.522,515.565,868.046,-382.091,351.403,871.59,-389.231,356.415,672.337,-126.959,537.78,268.462,-402.192,371.658,269.523,1015.11,1014.47,854.734,614.327,610.353,5
130,0,-105.536,515.572,868.057,-382.088,351.408,871.593,-389.232,356.411,672.321,-127.021,537.747,268.41,-402.189,371.66,269.521,1015.12,1014.47,854.72,614.289,610.351,5
131,0,-105.548,515.581,868.061,-382.099,351.399,871.602,-389.232,356.414,672.33,-126.992,537.776,268.43,-402.187,371.653,269.525,1015.13,1014.48,854.729,614.316,610.348,5
132,0,-105.544,515.582,868.054,-382.101,351.398,871.615,-389.264,356.416,672.312,-126.994,537.774,268.426,-402.204,371.674,269.516,1015.13,1014.49,854.729,614.314,610.367,5
133,0,-105.571,515.601,868.055,-382.124,351.421,871.613,-389.275,356.423,672.313,-126.989,537.8,268.424,-402.194,371.669,269.526,1015.14,1014.51,854.738,614.335,610.362,5
134,0,-105.579,515.604,868.055,-382.141,351.443,871.596,-389.262,356.418,672.329,-127.008,537.746,268.427,-402.195,371.677,269.527,1015.14,1014.51,854.742,614.292,610.368,5
135,0,-105.578,515.606,868.071,-382.119,351.472,871.622,-389.273,356.429,672.326,-126.981,537.798,268.43,-402.223,371.672,269.538,1015.16,1014.53,854.75,614.333,610.389,5
136,0,-105.56,515.652,868.066,-382.137,351.48,871.593,-389.268,356.46,672.352,-126.984,537.796,268.431,-402.228,371.683,269.537,1015.17,1014.52,854.78,614.333,610.398,5
137,0,-105.564,515.648,868.068,-382.128,351.487,871.585,-389.271,356.459,672.33,-126.985,537.798,268.428,-402.229,371.682,269.531,1015.17,1014.51,854.764,614.333,610.395,5
138,0,-105.556,515.655,868.058,-382.124,351.487,871.609,-389.266,356.467,672.344,-126.989,537.798,268.435,-402.24,371.681,269.533,1015.17,1014.53,854.777,614.337,610.403,5
139,0,-105.571,515.658,868.053,-382.129,351.497,871.605,-389.241,356.504,672.371,-126.994,537.802,268.418,-402.231,371.688,269.515,1015.17,1014.53,854.802,614.335,610.393,5
140,0,-105.548,515.679,868.054,-382.127,351.498,871.613,-389.252,356.501,672.37,-126.988,537.805,268.427,-402.235,371.675,269.531,1015.18,1014.54,854.805,614.34,610.395,5
141,0,-105.554,515.688,868.055,-382.117,351.52,871.62,-389.243,356.504,672.368,-126.987,537.802,268.42,-402.24,371.682,269.532,1015.18,1014.54,854.8,614.334,610.403,5
142,0,-105.54,515.725,868.061,-382.101,351.545,871.621,-389.232,356.505,672.384,-127.008,537.794,268.409,-402.223,371.706,269.523,1015.2,1014.55,854.809,614.326,610.403,5
143,0,-105.528,515.736,868.056,-382.093,351.549,871.617,-389.243,356.528,672.362,-127.008,537.797,268.403,-402.212,371.69,269.523,1015.21,1014.54,854.806,614.326,610.386,5
144,0,-105.521,515.761,868.051,-382.092,351.551,871.615,-389.239,356.549,672.331,-127.006,537.792,268.39,-402.204,371.68,269.532,1015.21,1014.54,854.789,614.316,610.378,5
145,0,-105.517,515.751,868.054,-382.081,351.578,871.643,-389.226,356.553,672.348,-127.002,537.8,268.388,-402.182,371.7,269.555,1015.21,1014.57,854.797,614.321,610.386,5
146,0,-105.495,515.776,868.049,-382.017,351.606,871.621,-389.207,356.551,672.362,-126.987,537.827,268.396,-402.196,371.699,269.537,1015.22,1014.54,854.799,614.345,610.387,5
147,0,-105.456,515.78,868.043,-382.014,351.61,871.593,-389.182,356.549,672.357,-126.974,537.843,268.377,-402.167,371.723,269.568,1015.21,1014.51,854.782,614.348,610.396,5
148,0,-105.456,515.796,868.04,-382.001,351.611,871.639,-389.174,356.545,672.377,-126.98,537.836,268.367,-402.169,371.735,269.56,1015.21,1014.55,854.793,614.339,610.401,5
149,0,-105.433,515.823,868.005,-381.942,351.638,871.645,-389.163,356.563,672.364,-126.935,537.846,268.399,-402.155,371.728,269.575,1015.2,1014.54,854.786,614.352,610.394,5
150,0,-105.383,515.81,867.999,-381.931,351.663,871.646,-389.09,356.578,672.402,-126.955,537.836,268.356,-402.157,371.728,269.573,1015.18,1014.55,854.788,614.329,610.394,5
151,0,-105.339,515.813,867.986,-381.889,351.646,871.638,-389.075,356.599,672.435,-126.917,537.843,268.352,-402.152,371.727,269.592,1015.16,1014.52,854.817,614.325,610.399,5
152,0,-105.296,515.826,867.987,-381.843,351.679,871.661,-389.035,356.592,672.438,-126.926,537.844,268.337,-402.159,371.712,269.578,1015.17,1014.53,854.798,614.322,610.389,5
153,0,-105.25,515.827,868,-381.798,351.66,871.669,-389.026,356.602,672.438,-126.904,537.868,268.322,-402.14,371.716,269.576,1015.17,1014.52,854.798,614.331,610.377,5
154,0,-105.249,515.83,867.99,-381.753,351.663,871.701,-389.002,356.583,672.399,-126.907,537.864,268.34,-402.117,371.719,269.605,1015.17,1014.53,854.749,614.337,610.377,5
155,0,-105.157,515.847,867.986,-381.744,351.662,871.666,-388.977,356.597,672.422,-126.892,537.84,268.35,-402.098,371.719,269.601,1015.16,1014.49,854.761,614.317,610.363,5
156,0,-105.132,515.844,867.962,-381.696,351.666,871.707,-388.911,356.602,672.443,-126.876,537.854,268.352,-402.077,371.709,269.604,1015.14,1014.51,854.749,614.327,610.344,5
157,0,-105.099,515.84,867.951,-381.655,351.685,871.679,-388.904,356.602,672.446,-126.855,537.854,268.356,-402.073,371.72,269.594,1015.12,1014.48,854.748,614.324,610.344,5
158,0,-105.03,515.842,867.953,-381.603,351.665,871.677,-388.87,356.577,672.415,-126.838,537.843,268.346,-402.061,371.713,269.593,1015.12,1014.45,854.698,614.307,610.331,5
159,0,-105.026,515.835,867.951,-381.587,351.665,871.692,-388.826,356.574,672.424,-126.828,537.894,268.339,-402.041,371.743,269.606,1015.11,1014.46,854.684,614.346,610.341,5
160,0,-104.946,515.866,867.929,-381.534,351.691,871.705,-388.801,356.586,672.47,-126.811,537.87,268.311,-402.055,371.721,269.639,1015.1,1014.46,854.713,614.309,610.352,5
161,0,-104.903,515.858,867.931,-381.475,351.696,871.699,-388.758,356.592,672.445,-126.802,537.893,268.293,-401.995,371.738,269.644,1015.1,1014.43,854.677,614.32,610.325,5
162,0,-104.878,515.869,867.932,-381.416,351.689,871.724,-388.753,356.578,672.438,-126.783,537.874,268.286,-402,371.719,269.645,1015.1,1014.43,854.663,614.296,610.318,5
163,0,-104.826,515.87,867.907,-381.374,351.68,871.719,-388.704,356.597,672.427,-126.781,537.881,268.269,-402.01,371.727,269.633,1015.07,1014.41,854.641,614.294,610.324,5
164,0,-104.77,515.886,867.878,-381.303,351.707,871.722,-388.64,356.603,672.475,-126.781,537.872,268.271,-401.948,371.703,269.654,1015.05,1014.39,854.652,614.287,610.278,5
165,0,-104.727,515.879,867.89,-381.291,351.685,871.698,-388.623,356.599,672.47,-126.762,537.88,268.28,-401.945,371.715,269.668,1015.05,1014.36,854.638,614.294,610.29,5
166,0,-104.679,515.881,867.867,-381.25,351.682,871.731,-388.583,356.586,672.469,-126.747,537.893,268.272,-401.932,371.712,269.644,1015.03,1014.37,854.614,614.299,610.268,5
167,0,-104.651,515.87,867.859,-381.177,351.698,871.744,-388.58,356.603,672.451,-126.71,537.88,268.266,-401.943,371.708,269.663,1015.01,1014.36,854.606,614.278,610.281,5
168,0,-104.563,515.883,867.875,-381.13,351.697,871.758,-388.502,356.604,672.472,-126.717,537.862,268.225,-401.888,371.71,269.694,1015.02,1014.35,854.587,614.245,610.259,5
169,0,-104.522,515.888,867.851,-381.061,351.698,871.779,-388.473,356.591,672.47,-126.681,537.905,268.249,-401.887,371.692,269.692,1015,1014.35,854.567,614.286,610.248,5
170,0,-104.47,515.903,867.832,-381.004,351.724,871.778,-388.461,356.592,672.472,-126.688,537.9,268.215,-401.885,371.696,269.694,1014.99,1014.33,854.563,614.268,610.25,5
171,0,-104.419,515.9,867.836,-380.973,351.717,871.775,-388.406,356.589,672.508,-126.689,537.899,268.216,-401.871,371.704,269.694,1014.99,1014.32,854.565,614.268,610.245,5
172,0,-104.389,515.956,867.826,-380.931,351.696,871.786,-388.382,356.578,672.496,-126.673,537.901,268.216,-401.839,371.699,269.693,1015,1014.3,854.54,614.266,610.22,5
173,0,-104.344,515.912,867.828,-380.894,351.686,871.764,-388.361,356.58,672.524,-126.623,537.902,268.25,-401.841,371.692,269.686,1014.98,1014.27,854.554,614.272,610.215,5
174,0,-104.269,515.935,867.816,-380.863,351.678,871.792,-388.294,356.565,672.547,-126.618,537.891,268.21,-401.781,371.689,269.754,1014.97,1014.28,854.535,614.244,610.203,5
175,0,-104.254,515.932,867.82,-380.775,351.697,871.804,-388.249,356.557,672.542,-126.579,537.927,268.232,-401.771,371.688,269.725,1014.97,1014.26,854.507,614.277,610.183,5
176,0,-104.207,515.963,867.779,-380.751,351.677,871.787,-388.228,356.581,672.553,-126.601,537.915,268.211,-401.783,371.685,269.735,1014.95,1014.23,854.516,614.261,610.194,5
177,0,-104.193,515.97,867.789,-380.692,351.679,871.823,-388.163,356.572,672.557,-126.589,537.952,268.174,-401.779,371.697,269.741,1014.96,1014.24,854.487,614.275,610.201,5
178,0,-104.146,515.963,867.776,-380.661,351.664,871.821,-388.167,356.566,672.565,-126.586,537.932,268.165,-401.747,371.675,269.741,1014.94,1014.22,854.492,614.254,610.166,5
179,0,-104.144,515.95,867.776,-380.618,351.663,871.835,-388.121,356.564,672.541,-126.557,537.946,268.191,-401.738,371.687,269.731,1014.93,1014.22,854.451,614.271,610.164,5
180,0,-104.127,515.952,867.767,-380.589,351.654,871.842,-388.123,356.56,672.548,-126.579,537.951,268.154,-401.73,371.682,269.741,1014.92,1014.21,854.456,614.264,610.16,5
181,0,-104.061,515.968,867.768,-380.542,351.653,871.84,-388.071,356.559,672.54,-126.597,537.935,268.127,-401.722,371.685,269.743,1014.92,1014.19,854.426,614.241,610.157,5
182,0,-104.063,515.971,867.763,-380.541,351.651,871.863,-388.072,356.556,672.547,-126.594,537.942,268.154,-401.698,371.674,269.751,1014.92,1014.21,854.431,614.259,610.137,5
183,0,-104.064,515.968,867.766,-380.532,351.632,871.854,-388.053,356.534,672.539,-126.543,537.952,268.16,-401.672,371.672,269.768,1014.92,1014.19,854.407,614.26,610.127,5
184,0,-104.063,515.971,867.765,-380.535,351.64,871.847,-388.061,356.538,672.568,-126.547,537.95,268.165,-401.679,371.661,269.739,1014.92,1014.19,854.434,614.261,610.112,5
185,0,-104.063,515.97,867.767,-380.535,351.636,871.856,-388.014,356.529,672.56,-126.554,537.956,268.167,-401.662,371.665,269.747,1014.93,1014.19,854.403,614.269,610.107,5
186,0,-104.064,515.97,867.764,-380.531,351.636,871.868,-388.015,356.527,672.562,-126.575,537.951,268.175,-401.647,371.664,269.748,1014.92,1014.2,854.405,614.272,610.097,5
187,0,-104.075,515.978,867.765,-380.53,351.636,871.845,-388.028,356.534,672.524,-126.58,537.942,268.159,-401.65,371.656,269.727,1014.93,1014.18,854.384,614.258,610.085,5
188,0,-104.079,515.987,867.766,-380.534,351.634,871.842,-388.069,356.525,672.518,-126.569,537.984,268.146,-401.667,371.668,269.743,1014.94,1014.18,854.394,614.287,610.11,5
189,0,-104.098,516.013,867.768,-380.546,351.627,871.849,-388.048,356.532,672.545,-126.568,537.984,268.154,-401.655,371.664,269.738,1014.95,1014.19,854.408,614.291,610.098,5
190,0,-104.101,516.036,867.759,-380.544,351.634,871.859,-388.076,356.541,672.548,-126.572,537.996,268.144,-401.674,371.638,269.726,1014.96,1014.2,854.427,614.298,610.089,5
191,0,-104.17,516.037,867.774,-380.576,351.643,871.838,-388.108,356.522,672.54,-126.567,537.999,268.185,-401.667,371.639,269.744,1014.98,1014.2,854.427,614.317,610.093,5
192,0,-104.168,516.037,867.782,-380.592,351.66,871.837,-388.118,356.532,672.593,-126.611,538.002,268.183,-401.72,371.65,269.739,1014.98,1014.21,854.478,614.328,610.132,5
193,0,-104.171,516.038,867.779,-380.612,351.654,871.819,-388.111,356.564,672.569,-126.608,538.008,268.169,-401.721,371.646,269.752,1014.98,1014.2,854.469,614.326,610.137,5
194,0,-104.203,516.051,867.788,-380.661,351.663,871.819,-388.154,356.523,672.537,-126.648,537.99,268.171,-401.733,371.667,269.752,1015,1014.22,854.446,614.32,610.157,5
195,0,-104.232,516.061,867.781,-380.659,351.673,871.854,-388.155,356.569,672.546,-126.623,538.014,268.191,-401.727,371.672,269.744,1015,1014.25,854.473,614.345,610.153,5
196,0,-104.244,516.056,867.789,-380.701,351.678,871.826,-388.167,356.572,672.547,-126.604,538.024,268.238,-401.742,371.672,269.736,1015.01,1014.24,854.48,614.37,610.159,5
197,0,-104.279,516.065,867.789,-380.714,351.688,871.828,-388.205,356.587,672.552,-126.641,538.01,268.2,-401.733,371.677,269.745,1015.02,1014.25,854.508,614.348,610.161,5
198,0,-104.289,516.057,867.826,-380.75,351.684,871.81,-388.212,356.589,672.551,-126.633,538.004,268.194,-401.723,371.675,269.745,1015.04,1014.25,854.511,614.339,610.152,5
199,0,-104.326,516.058,867.802,-380.784,351.699,871.799,-388.223,356.588,672.556,-126.641,538.01,268.197,-401.755,371.675,269.729,1015.03,1014.26,854.52,614.347,610.166,5
200,0,-104.341,516.063,867.801,-380.79,351.701,871.783,-388.258,356.56,672.534,-126.654,537.999,268.202,-401.773,371.673,269.742,1015.03,1014.25,854.506,614.342,610.183,5
201,0,-104.375,516.073,867.827,-380.823,351.71,871.791,-388.274,356.599,672.544,-126.657,538.015,268.22,-401.767,371.666,269.717,1015.06,1014.27,854.538,614.365,610.164,5
202,0,-104.387,516.069,867.823,-380.834,351.711,871.776,-388.277,356.593,672.558,-126.691,538.012,268.21,-401.778,371.666,269.711,1015.06,1014.26,854.548,614.365,610.169,5
203,0,-104.391,516.084,867.824,-380.893,351.691,871.78,-388.292,356.572,672.528,-126.689,538.004,268.216,-401.78,371.674,269.728,1015.07,1014.28,854.522,614.36,610.182,5
204,0,-104.426,516.108,867.822,-380.903,351.701,871.785,-388.328,356.581,672.522,-126.688,538,268.225,-401.774,371.688,269.714,1015.08,1014.29,854.538,614.361,610.18,5
205,0,-104.446,516.131,867.825,-380.935,351.713,871.8,-388.349,356.576,672.513,-126.682,538.012,268.242,-401.779,371.661,269.714,1015.1,1014.32,854.538,614.377,610.167,5
206,0,-104.521,516.083,867.832,-380.957,351.708,871.768,-388.363,356.572,672.533,-126.702,538,268.199,-401.798,371.654,269.697,1015.09,1014.3,854.559,614.352,610.167,5
207,0,-104.519,516.089,867.835,-380.991,351.714,871.769,-388.395,356.587,672.502,-126.73,538.023,268.249,-401.783,371.659,269.719,1015.09,1014.32,854.555,614.4,610.171,5
208,0,-104.571,516.094,867.838,-380.983,351.72,871.764,-388.404,356.591,672.484,-126.721,538.03,268.267,-401.791,371.655,269.71,1015.1,1014.31,854.547,614.412,610.17,5
209,0,-104.626,516.101,867.859,-381.049,351.727,871.783,-388.433,356.609,672.52,-126.74,538.031,268.264,-401.856,371.635,269.711,1015.13,1014.36,854.595,614.415,610.2,5
210,0,-104.642,516.107,867.873,-381.052,351.724,871.786,-388.461,356.594,672.477,-126.737,538.025,268.28,-401.863,371.62,269.68,1015.15,1014.36,854.568,614.416,610.182,5
211,0,-104.679,516.115,867.88,-381.124,351.71,871.762,-388.493,356.603,672.502,-126.742,538.027,268.276,-401.861,371.621,269.677,1015.16,1014.36,854.606,614.417,610.181,5
212,0,-104.744,516.088,867.881,-381.17,351.73,871.758,-388.511,356.575,672.496,-126.736,538.025,268.3,-401.883,371.633,269.685,1015.15,1014.38,854.598,614.424,610.206,5
213,0,-104.768,516.086,867.893,-381.234,351.707,871.715,-388.566,356.581,672.483,-126.809,538.005,268.297,-401.902,371.634,269.685,1015.16,1014.36,854.616,614.421,610.219,5
214,0,-104.823,516.081,867.888,-381.259,351.673,871.716,-388.589,356.552,672.483,-126.809,537.997,268.307,-401.913,371.625,269.673,1015.16,1014.36,854.613,614.419,610.216,5
215,0,-104.863,516.026,867.906,-381.287,351.68,871.714,-388.633,356.564,672.469,-126.822,537.997,268.304,-401.92,371.633,269.668,1015.16,1014.37,854.628,614.42,610.222,5
216,0,-104.907,516.036,867.932,-381.371,351.637,871.709,-388.674,356.541,672.436,-126.823,537.977,268.34,-401.91,371.628,269.652,1015.19,1014.38,854.611,614.418,610.206,5
217,0,-104.962,515.962,867.93,-381.373,351.637,871.708,-388.706,356.549,672.458,-126.85,537.955,268.337,-401.961,371.626,269.634,1015.15,1014.38,854.646,614.403,610.23,5
218,0,-104.995,515.927,867.93,-381.463,351.589,871.69,-388.734,356.485,672.443,-126.875,537.942,268.328,-401.956,371.618,269.622,1015.14,1014.38,854.62,614.393,610.217,5
219,0,-105.019,515.937,867.944,-381.459,351.549,871.701,-388.731,356.483,672.427,-126.898,537.953,268.342,-401.962,371.6,269.624,1015.16,1014.38,854.605,614.413,610.211,5
220,0,-105.055,515.889,867.947,-381.54,351.526,871.681,-388.787,356.453,672.437,-126.902,537.922,268.351,-401.969,371.58,269.617,1015.14,1014.38,854.626,614.391,610.2,5
221,0,-105.087,515.843,867.954,-381.543,351.5,871.692,-388.815,356.423,672.432,-126.908,537.923,268.349,-401.986,371.575,269.609,1015.13,1014.38,854.622,614.393,610.205,5
222,0,-105.082,515.804,867.952,-381.579,351.434,871.656,-388.809,356.389,672.414,-126.888,537.941,268.396,-401.988,371.569,269.585,1015.1,1014.34,854.591,614.425,610.192,5
223,0,-105.146,515.758,868.002,-381.607,351.4,871.639,-388.841,356.362,672.434,-126.923,537.9,268.357,-401.996,371.573,269.573,1015.13,1014.33,854.61,614.379,610.195,5
224,0,-105.198,515.718,868.015,-381.6,351.359,871.648,-388.864,356.332,672.402,-126.956,537.887,268.35,-402.011,371.525,269.584,1015.13,1014.32,854.583,614.371,610.179,5
225,0,-105.197,515.69,868.01,-381.634,351.302,871.66,-388.859,356.335,672.395,-126.9,537.907,268.423,-402.012,371.514,269.584,1015.11,1014.32,854.577,614.409,610.174,5
226,0,-105.196,515.694,868.008,-381.652,351.301,871.638,-388.867,356.299,672.391,-126.95,537.866,268.386,-402.034,371.506,269.562,1015.11,1014.31,854.562,614.367,610.174,5
227,0,-105.231,515.626,868.007,-381.666,351.224,871.603,-388.863,356.26,672.387,-126.937,537.874,268.391,-402.04,371.501,269.564,1015.08,1014.26,854.54,614.373,610.176,5
228,0,-105.247,515.624,867.981,-381.68,351.229,871.617,-388.896,356.231,672.37,-126.952,537.867,268.373,-402.031,371.503,269.557,1015.05,1014.28,854.53,614.363,610.168,5
229,0,-105.265,515.599,868.002,-381.701,351.183,871.6,-388.903,356.222,672.377,-126.969,537.85,268.377,-402.035,371.503,269.548,1015.06,1014.25,854.535,614.353,610.166,5
230,0,-105.28,515.556,868.002,-381.703,351.149,871.594,-388.916,356.205,672.361,-126.961,537.85,268.4,-402.015,371.499,269.563,1015.04,1014.24,854.521,614.361,610.157,5
231,0,-105.282,515.553,868.009,-381.69,351.152,871.621,-388.915,356.185,672.368,-126.978,537.83,268.379,-402.019,371.511,269.538,1015.05,1014.26,854.518,614.338,610.156,5
232,0,-105.285,515.539,868.002,-381.715,351.101,871.617,-388.952,356.166,672.36,-126.974,537.821,268.388,-402.041,371.462,269.537,1015.03,1014.25,854.52,614.334,610.14,5
233,0,-105.333,515.485,867.992,-381.754,351.101,871.626,-388.932,356.197,672.365,-126.998,537.797,268.388,-402.046,371.459,269.537,1015,1014.27,854.529,614.318,610.142,5
234,0,-105.331,515.49,868,-381.773,351.105,871.607,-388.955,356.144,672.347,-126.973,537.807,268.417,-402.021,371.514,269.542,1015.01,1014.26,854.503,614.334,610.161,5
235,0,-105.34,515.462,867.999,-381.767,351.1,871.602,-388.968,356.153,672.368,-126.972,537.804,268.436,-402.057,371.458,269.532,1015,1014.25,854.529,614.339,610.146,5
236,0,-105.287,515.463,868.013,-381.8,351.05,871.598,-388.984,356.141,672.378,-126.994,537.797,268.388,-402.04,371.482,269.531,1015,1014.24,854.539,614.317,610.149,5
237,0,-105.287,515.418,868.037,-381.752,351.05,871.577,-388.957,356.133,672.365,-127.006,537.786,268.401,-402.051,371.459,269.519,1015,1014.21,854.514,614.315,610.137,5
238,0,-105.293,515.379,868.021,-381.745,351.037,871.582,-388.932,356.132,672.357,-126.964,537.787,268.404,-402.066,371.46,269.535,1014.97,1014.2,854.495,614.309,610.154,5
239,0,-105.245,515.375,867.999,-381.709,351.035,871.595,-388.892,356.117,672.361,-126.95,537.792,268.418,-402.044,371.456,269.536,1014.94,1014.2,854.474,614.317,610.138,5
240,0,-105.22,515.346,868.009,-381.683,350.993,871.581,-388.866,356.083,672.393,-126.939,537.782,268.435,-402.036,371.453,269.55,1014.93,1014.17,854.473,614.313,610.138,5
241,0,-105.159,515.306,868,-381.612,350.985,871.568,-388.857,356.039,672.368,-126.925,537.76,268.429,-402.004,371.45,269.548,1014.9,1014.12,854.431,614.289,610.114,5
242,0,-105.099,515.301,867.998,-381.578,350.902,871.59,-388.806,356.028,672.379,-126.903,537.738,268.392,-401.99,371.435,269.526,1014.89,1014.1,854.412,614.248,610.086,5
243,0,-105.004,515.242,867.974,-381.477,350.894,871.592,-388.75,355.987,672.377,-126.88,537.735,268.375,-401.97,371.425,269.54,1014.83,1014.06,854.368,614.233,610.072,5
244,0,-104.94,515.218,867.968,-381.377,350.821,871.612,-388.663,355.956,672.356,-126.823,537.736,268.379,-401.934,371.403,269.533,1014.81,1014.02,854.299,614.225,610.033,5
245,0,-104.823,515.16,867.944,-381.263,350.793,871.634,-388.611,355.939,672.352,-126.822,537.743,268.362,-401.898,371.377,269.546,1014.74,1013.98,854.265,614.222,609.998,5
246,0,-104.709,515.139,867.931,-381.158,350.796,871.645,-388.513,355.879,672.345,-126.801,537.725,268.316,-401.851,371.375,269.581,1014.71,1013.95,854.19,614.183,609.982,5
247,0,-104.621,515.088,867.895,-381.056,350.756,871.667,-388.422,355.871,672.376,-126.739,537.7,268.316,-401.853,371.374,269.556,1014.64,1013.92,854.17,614.148,609.972,5
248,0,-104.522,515.066,867.886,-380.933,350.716,871.681,-388.312,355.842,672.381,-126.726,537.716,268.315,-401.809,371.353,269.567,1014.62,1013.87,854.111,614.158,609.934,5
249,0,-104.395,515.03,867.876,-380.828,350.683,871.695,-388.252,355.828,672.4,-126.714,537.696,268.304,-401.775,371.34,269.569,1014.58,1013.84,854.093,614.134,609.905,5
250,0,-104.278,515.015,867.829,-380.722,350.672,871.672,-388.138,355.834,672.417,-126.657,537.696,268.283,-401.749,371.333,269.622,1014.51,1013.77,854.058,614.113,609.908,5
251,0,-104.194,515.012,867.823,-380.605,350.656,871.678,-388.067,355.815,672.439,-126.608,537.684,268.247,-401.709,371.331,269.59,1014.5,1013.73,854.034,614.076,609.865,5
252,0,-104.085,514.981,867.804,-380.502,350.633,871.745,-388.007,355.768,672.444,-126.57,537.67,268.256,-401.699,371.324,269.623,1014.46,1013.74,853.991,614.061,609.868,5
253,0,-104.023,514.96,867.796,-380.368,350.644,871.77,-387.941,355.784,672.433,-126.538,537.659,268.235,-401.637,371.343,269.641,1014.43,1013.71,853.959,614.035,609.847,5
254,0,-103.899,514.955,867.763,-380.316,350.585,871.765,-387.889,355.753,672.48,-126.534,537.671,268.204,-401.626,371.338,269.658,1014.39,1013.67,853.96,614.031,609.844,5
255,0,-103.827,514.928,867.75,-380.251,350.568,871.807,-387.805,355.731,672.475,-126.507,537.649,268.203,-401.596,371.329,269.664,1014.36,1013.67,853.909,614.006,609.822,5
256,0,-103.792,514.915,867.746,-380.198,350.553,871.778,-387.772,355.714,672.501,-126.47,537.65,268.189,-401.562,371.34,269.677,1014.34,1013.62,853.907,613.994,609.812,5
257,0,-103.671,514.899,867.737,-380.112,350.547,871.794,-387.717,355.74,672.487,-126.459,537.643,268.194,-401.533,371.322,269.67,1014.32,1013.6,853.882,613.987,609.779,5
258,0,-103.658,514.86,867.743,-380.07,350.521,871.784,-387.685,355.692,672.499,-126.433,537.638,268.188,-401.528,371.322,269.679,1014.3,1013.57,853.857,613.975,609.78,5
259,0,-103.62,514.829,867.712,-380.002,350.511,871.835,-387.628,355.684,672.524,-126.427,537.637,268.186,-401.534,371.307,269.678,1014.25,1013.59,853.848,613.971,609.774,5
260,0,-103.568,514.834,867.704,-379.962,350.462,871.832,-387.613,355.655,672.514,-126.416,537.633,268.178,-401.484,371.308,269.684,1014.24,1013.55,853.821,613.962,609.745,5
